date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:16:10	1109/1109	---M-Z	200	added ('OK')	text/plain	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/robots.txt		(from )
11:16:10	388903/388903	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:10%20GMT	https://www.bol.com/nl/	C:/My%20Web%20Sites/bol/www.bol.com/nl/index.html	(from )
11:16:10	1061/1061	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/apple-touch-icon.png?v=476aOAdO8j	C:/My%20Web%20Sites/bol/www.bol.com/apple-touch-iconfb83.png	(from https://www.bol.com/nl/)
11:16:11	698/698	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/favicon-32x32.png?v=476aOAdO8j	C:/My%20Web%20Sites/bol/www.bol.com/favicon-32x32fb83.png	(from https://www.bol.com/nl/)
11:16:11	491/491	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/favicon-16x16.png?v=476aOAdO8j	C:/My%20Web%20Sites/bol/www.bol.com/favicon-16x16fb83.png	(from https://www.bol.com/nl/)
11:16:11	243/243	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Dec%202020%2010:16:11%20GMT	https://bol.com/social-tile.png	C:/My%20Web%20Sites/bol/bol.com/social-tile.3.delayed	(from https://www.bol.com/nl/)
11:16:11	9720/9720	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/social-tile.png	C:/My%20Web%20Sites/bol/www.bol.com/social-tile.png	(from https://www.bol.com/nl/)
11:16:12	8183/8183	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Dec%202020%2015:38:52%20GMT	http://js.s-bol.com/nl/static/assets/js/promise.980135bd2e3acb992414-canary.js	C:/My%20Web%20Sites/bol/js.s-bol.com/nl/static/assets/js/promise.980135bd2e3acb992414-canary.js	(from https://www.bol.com/nl/)
11:16:12	301299/301299	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Dec%202020%2015:38:52%20GMT	http://css.s-bol.com/nl/static/assets/css/wsp-catalog.min.2e28aa9c753078e7381c.css	C:/My%20Web%20Sites/bol/css.s-bol.com/nl/static/assets/css/wsp-catalog.min.2e28aa9c753078e7381c.6.delayed	(from https://www.bol.com/nl/)
11:16:12	37108/37108	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/nl/static/assets/	C:/My%20Web%20Sites/bol/www.bol.com/nl/static/assets/index.html	(from https://www.bol.com/nl/)
11:16:12	27468/27468	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Dec%202020%2015:30:20%20GMT	https://www.bol.com/nl/static/images/app-icons/iosapp@2x.png	C:/My%20Web%20Sites/bol/www.bol.com/nl/static/images/app-icons/iosapp@2x.png	(from https://www.bol.com/nl/)
11:16:12	4075/4075	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Dec%202020%2009:21:55%20GMT	http://css.s-bol.com/nl/cms/css/ab-test-override-a2.css?202012101115	C:/My%20Web%20Sites/bol/css.s-bol.com/nl/cms/css/ab-test-override-a230e2.css	(from https://www.bol.com/nl/)
11:16:13	246/246	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Dec%202020%2010:16:12%20GMT	https://www.bol.com/nl/m/voorwaarden/cookiebeleid/index.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/m/voorwaarden/cookiebeleid/index.9.delayed	(from https://www.bol.com/nl/)
11:16:13	170294/170294	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:12%20GMT	https://www.bol.com/nl/Iaf/	C:/My%20Web%20Sites/bol/www.bol.com/nl/Iaf/index.html	(from https://www.bol.com/nl/)
11:16:13	170294/170294	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:12%20GMT	https://www.bol.com/nl/3i9/	C:/My%20Web%20Sites/bol/www.bol.com/nl/3i9/index.html	(from https://www.bol.com/nl/)
11:16:13	170294/170294	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:12%20GMT	https://www.bol.com/nl/xtg/	C:/My%20Web%20Sites/bol/www.bol.com/nl/xtg/index.html	(from https://www.bol.com/nl/)
11:16:13	217925/217925	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:13%20GMT	https://www.bol.com/nl/select	C:/My%20Web%20Sites/bol/www.bol.com/nl/select.html	(from https://www.bol.com/nl/)
11:16:13	195274/195274	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:13%20GMT	https://www.bol.com/nl/m/cookiebeleid/	C:/My%20Web%20Sites/bol/www.bol.com/nl/m/cookiebeleid/index.html	(from https://www.bol.com/nl/)
11:16:14	186507/186507	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:13%20GMT	https://www.bol.com/nl/m/lekker-winkelen-zonder-zorgen/	C:/My%20Web%20Sites/bol/www.bol.com/nl/m/lekker-winkelen-zonder-zorgen/index.html	(from https://www.bol.com/nl/)
11:16:14	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:13%20GMT	https://www.bol.com/nl/rnwy/account/overzicht	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/account/overzicht	(from https://www.bol.com/nl/)
11:16:14	173561/173561	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:14%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=https%3A%2F%2Fwww.bol.com%2Fnl%2Frnwy%2Faccount%2Foverzicht	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/login5c12.html	(from https://www.bol.com/nl/)
11:16:14	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:14%20GMT	https://www.bol.com/nl/rnwy/account/bestellingen/overzicht	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/account/bestellingen/overzicht.d.delayed	(from https://www.bol.com/nl/)
11:16:14	173555/173555	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:14%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=/nl/rnwy/account/bestellingen/overzicht	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/login1877.html	(from https://www.bol.com/nl/)
11:16:15	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:14%20GMT	https://www.bol.com/nl/rnwy/account/facturen	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/account/facturen	(from https://www.bol.com/nl/)
11:16:15	173565/173565	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:15%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=https%3A%2F%2Fwww.bol.com%2Fnl%2Frnwy%2Faccount%2Ffacturen	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/loginc345.html	(from https://www.bol.com/nl/)
11:16:15	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:15%20GMT	https://www.bol.com/nl/rnwy/account/retourneren	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/account/retourneren.11.delayed	(from https://www.bol.com/nl/)
11:16:15	177343/177343	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:15%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=https%3A%2F%2Fwww.bol.com%2Fnl%2Frnwy%2Faccount%2Fretourneren	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/login7560.html	(from https://www.bol.com/nl/)
11:16:16	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:15%20GMT	https://www.bol.com/nl/rnwy/account/voorkeuren	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/account/voorkeuren.13.delayed	(from https://www.bol.com/nl/)
11:16:16	177307/177307	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:16%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=/nl/rnwy/account/voorkeuren	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/login9b3d.html	(from https://www.bol.com/nl/)
11:16:16	0/0	---MCZ	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:16%20GMT	https://www.bol.com/nl/account/betaalmethoden.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/betaalmethoden.15.delayed	(from https://www.bol.com/nl/)
11:16:16	177309/177309	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:16%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=/nl/account/betaalmethoden.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/login2896.html	(from https://www.bol.com/nl/)
11:16:17	0/0	---MCZ	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:16%20GMT	https://www.bol.com/nl/account/abonnement.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/abonnement.17.delayed	(from https://www.bol.com/nl/)
11:16:17	177323/177323	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:17%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=https%3A%2F%2Fwww.bol.com%2Fnl%2Frnwy%2Faccount%2Fsub%2Fabonnement	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/login0eb9.html	(from https://www.bol.com/nl/)
11:16:17	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Dec%202020%2010:16:17%20GMT	https://www.bol.com/nl/account/bookshelf.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/bookshelf.19.delayed	(from https://www.bol.com/nl/)
11:16:17	177339/177339	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:17%20GMT	https://www.bol.com/nl/account/login.html?redirectUrl=https://www.bol.com/nl/account/bookshelf.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/account/loginaa5a.html	(from https://www.bol.com/nl/)
11:16:18	173010/173010	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:17%20GMT	https://www.bol.com/nl/lijstjes/overzicht-lijsten.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/lijstjes/overzicht-lijsten.html	(from https://www.bol.com/nl/)
11:16:18	172368/172368	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:18%20GMT	https://www.bol.com/nl/order/basket.html	C:/My%20Web%20Sites/bol/www.bol.com/nl/order/basket.html	(from https://www.bol.com/nl/)
11:16:18	188899/188899	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:18%20GMT	https://www.bol.com/nl/rnwy/menu/category/0	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/0.html	(from https://www.bol.com/nl/)
11:16:19	193789/193789	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:18%20GMT	https://www.bol.com/nl/rnwy/menu/category/1	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/1.html	(from https://www.bol.com/nl/)
11:16:19	193190/193190	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:18%20GMT	https://www.bol.com/nl/rnwy/menu/category/2	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/2.html	(from https://www.bol.com/nl/)
11:16:19	192897/192897	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:19%20GMT	https://www.bol.com/nl/rnwy/menu/category/3	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/3.html	(from https://www.bol.com/nl/)
11:16:19	190224/190224	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:19%20GMT	https://www.bol.com/nl/rnwy/menu/category/4	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/4.html	(from https://www.bol.com/nl/)
11:16:20	192783/192783	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:19%20GMT	https://www.bol.com/nl/rnwy/menu/category/5	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/5.html	(from https://www.bol.com/nl/)
11:16:20	193827/193827	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:19%20GMT	https://www.bol.com/nl/rnwy/menu/category/6	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/6.html	(from https://www.bol.com/nl/)
11:16:20	190141/190141	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Dec%202020%2010:16:20%20GMT	https://www.bol.com/nl/rnwy/menu/category/7	C:/My%20Web%20Sites/bol/www.bol.com/nl/rnwy/menu/category/7.html	(from https://www.bol.com/nl/)
